c random 2000 vertices, 8000 edges, seed = 11
g 2000 8000
e 511 565 8200
e 1776 52 4314
e 1949 98 4821
e 1656 1340 7741
e 1095 1760 7365
e 1550 1792 8342
e 1660 1469 5815
e 1003 121 5753
e 147 1583 3361
e 768 1187 2747
e 803 1392 8717
e 831 760 5376
e 1940 771 3482
e 1044 1915 3162
e 1489 544 3360
e 315 533 9227
e 634 376 747
e 471 473 2311
e 132 1435 1298
e 359 1087 7437
e 273 439 3783
e 1483 403 8250
e 1540 1123 3651
e 397 1504 1428
e 1246 203 3528
e 175 297 9460
e 788 1614 8304
e 324 1541 8883
e 391 1401 270
e 1581 116 3831
e 1227 623 4489
e 195 526 5541
e 1084 1658 6598
e 468 1151 6191
e 1057 563 7355
e 841 375 37
e 1334 595 7002
e 1183 1780 3439
e 876 267 8727
e 113 50 6688
e 1260 1770 2040
e 1727 1734 5135
e 1680 1840 1024
e 4 1261 68
e 825 812 3174
e 1018 1537 5833
e 7 1751 5437
e 448 1691 3320
e 598 1097 5690
e 1477 746 7573
e 1582 1251 6457
e 1792 1290 9621
e 1974 1510 3949
e 581 1015 2371
e 1704 621 4016
e 915 215 7526
e 1209 1498 2265
e 1936 1976 5808
e 62 299 5217
e 1524 1791 6821
e 1588 1592 356
e 321 1201 9510
e 1732 1932 708
e 1403 632 9894
e 381 432 6548
e 815 305 6250
e 395 1911 1097
e 783 1405 4765
e 773 603 1038
e 593 45 1131
e 680 1461 6424
e 1754 1197 1705
e 552 1893 9214
e 1520 1017 2961
e 1463 1990 4353
e 1591 23 508
e 638 881 6610
e 1216 76 7115
e 584 472 6940
e 762 1541 7
e 1994 681 7913
e 1316 1197 6746
e 1468 1384 7602
e 1563 1702 253
e 146 982 53
e 1744 1458 3050
e 1807 1007 9808
e 1126 1495 218
e 1438 1663 2281
e 1379 1503 550
e 78 1299 9390
e 1490 71 3470
e 1996 1872 7769
e 413 1654 4718
e 961 1825 7146
e 423 1515 4049
e 1333 1193 2396
e 1259 1841 9095
e 1229 1292 7923
e 1163 1821 8804
e 208 1079 4672
e 1857 1289 5880
e 1746 1333 2653
e 971 829 3987
e 390 281 247
e 1862 848 4558
e 688 1615 9563
e 843 458 4623
e 1162 24 8099
e 1948 662 1707
e 1682 247 8302
e 91 1270 989
e 517 980 6514
e 62 961 9947
e 1953 1586 4536
e 938 179 2180
e 380 770 3110
e 17 390 5080
e 92 1622 2239
e 655 1504 3803
e 105 953 2127
e 1772 701 1477
e 1615 1023 3955
e 244 269 9519
e 952 1339 8074
e 325 1025 757
e 815 620 1540
e 1186 958 7293
e 605 1793 3936
e 1492 73 2931
e 1272 1391 3180
e 300 713 6017
e 235 236 4163
e 532 1082 595
e 1841 1082 7257
e 1706 182 6124
e 1090 204 5934
e 522 1547 6012
e 281 705 307
e 1611 1439 6264
e 747 554 2968
e 1743 1850 7539
e 840 347 9023
e 230 1412 1581
e 628 1769 4149
e 421 459 6674
e 1820 599 3321
e 1380 291 8627
e 1997 806 358
e 1720 1332 9468
e 488 1010 9289
e 565 889 2014
e 288 901 4956
e 1265 65 3728
e 142 1115 9177
e 45 1643 8423
e 292 617 7086
e 1630 1490 86
e 1644 1846 1484
e 356 1181 5314
e 1562 1353 1452
e 497 368 9009
e 1896 188 2518
e 512 509 7604
e 1740 190 6361
e 1133 1790 3544
e 560 1138 7868
e 1214 166 8900
e 1539 1328 934
e 1268 440 3365
e 559 103 6500
e 1731 711 8647
e 1915 1610 2381
e 1819 1371 2119
e 93 1389 4543
e 1340 993 5369
e 479 1211 9032
e 1766 1213 8050
e 1169 1599 9734
e 566 1656 7372
e 142 943 9701
e 262 1110 5177
e 718 227 2960
e 1411 74 4884
e 1748 1446 3663
e 1694 215 310
e 1887 178 9073
e 1469 149 9152
e 1171 993 80
e 641 1656 9786
e 1166 1880 1606
e 530 834 709
e 1607 766 1031
e 1611 162 8788
e 302 1051 2440
e 1380 1571 7019
e 1089 161 8122
e 646 571 5650
e 1924 1000 8186
e 862 271 3621
e 1915 266 245
e 516 328 5398
e 1590 1229 5576
e 1958 1397 873
e 435 1217 3418
e 1720 349 8459
e 697 1839 6770
e 1742 1057 1747
e 1062 130 7671
e 1219 1563 5133
e 733 1728 6591
e 1937 666 7717
e 1175 437 9938
e 1323 1591 886
e 280 815 2269
e 106 1645 971
e 355 1976 950
e 330 1389 6051
e 48 563 1913
e 669 1670 8825
e 960 874 5345
e 1924 45 6887
e 830 1384 2487
e 264 1886 3135
e 117 1947 9765
e 1680 103 4065
e 396 1315 1775
e 1114 1611 5194
e 1699 652 7104
e 1257 607 3838
e 673 797 4944
e 1440 396 3276
e 609 155 2050
e 88 54 6361
e 1695 1571 2495
e 1371 1657 6564
e 164 1833 2107
e 471 329 1118
e 204 1114 8977
e 1705 324 155
e 4 896 562
e 1412 719 4012
e 1186 1928 2321
e 338 1791 521
e 1727 172 730
e 541 1488 9526
e 612 165 5587
e 594 932 3358
e 1535 188 8996
e 135 888 5201
e 1693 964 4381
e 443 969 4782
e 983 650 4705
e 1070 797 558
e 1647 892 7236
e 451 1103 1463
e 1299 1560 1679
e 44 798 8889
e 1298 602 4554
e 1754 1438 2810
e 467 1373 9744
e 507 491 5323
e 462 321 6446
e 171 759 1069
e 598 306 8853
e 1475 142 3556
e 1589 1959 1313
e 30 1677 9990
e 129 795 4513
e 1553 392 115
e 993 1501 1203
e 1893 1303 9101
e 1905 1484 2740
e 1211 909 1944
e 564 52 5121
e 1924 1460 5044
e 216 1218 8766
e 570 1577 8050
e 274 1025 8713
e 1926 1482 9143
e 54 1919 4730
e 1143 207 1708
e 647 1165 6340
e 1757 1235 2050
e 1102 1448 2300
e 566 1864 9579
e 628 833 8644
e 399 291 1812
e 421 1738 2857
e 546 1158 7038
e 393 647 4245
e 629 351 8830
e 676 1871 8172
e 976 761 3401
e 1626 453 3127
e 1306 743 2730
e 1808 232 4032
e 679 674 6432
e 1378 1522 9744
e 501 1276 7408
e 84 1027 8251
e 276 91 8587
e 1420 1657 2125
e 1573 1044 5282
e 279 1090 6897
e 1364 237 12
e 1458 1728 9657
e 1374 1137 5880
e 620 547 3186
e 1305 998 7118
e 246 1034 4606
e 1713 81 5246
e 105 1780 3137
e 1367 551 4301
e 902 230 7888
e 657 1717 1501
e 727 1658 7942
e 1592 843 7775
e 589 506 9179
e 1613 1692 8170
e 841 72 6774
e 994 1257 3650
e 892 1164 6332
e 318 1035 9176
e 805 1726 1738
e 945 1880 4804
e 165 969 456
e 528 1896 9769
e 866 113 6923
e 1712 6 6849
e 704 1423 4492
e 855 1914 1387
e 1738 1332 7747
e 325 884 868
e 473 808 7757
e 1760 8 6596
e 1166 520 971
e 546 1297 2764
e 1134 1171 9586
e 887 378 3755
e 508 1907 7945
e 228 321 680
e 986 1603 3217
e 898 71 6936
e 692 836 6341
e 1881 770 7913
e 1255 283 744
e 1547 1374 4503
e 678 1704 5415
e 915 1022 3211
e 500 517 3877
e 1312 776 7934
e 1698 664 10
e 1903 542 5973
e 346 1353 3511
e 1561 674 4283
e 1029 415 3742
e 1854 966 6847
e 1386 1622 3077
e 498 1578 1084
e 1356 542 9370
e 1091 1802 7209
e 1077 188 149
e 414 1596 1906
e 65 829 803
e 1682 1298 8023
e 1874 1012 486
e 1938 788 5771
e 1744 1527 5634
e 773 251 6154
e 1127 1915 3782
e 355 664 7962
e 843 1268 6552
e 1882 1230 0
e 1177 1475 5149
e 957 179 4480
e 1162 39 6686
e 1032 1722 2413
e 1751 241 4780
e 1040 1992 2585
e 1115 1950 2721
e 181 842 7549
e 837 1787 6643
e 1791 748 6502
e 659 1027 5248
e 866 1346 9856
e 1799 1713 4253
e 1396 979 9176
e 1910 1632 1906
e 933 1497 4594
e 1548 698 9661
e 705 1142 1560
e 1434 200 5733
e 1337 1064 173
e 1713 1569 7494
e 373 1595 505
e 485 1615 4222
e 1469 1048 31
e 1529 1682 7507
e 1587 1894 3295
e 1394 83 8109
e 1558 1581 5693
e 724 1096 8480
e 275 838 607
e 1832 1585 1621
e 1557 1450 2292
e 771 977 9934
e 1323 1889 7289
e 64 1494 5348
e 150 1553 849
e 1022 202 9444
e 600 1707 1310
e 1689 901 4442
e 164 1270 7565
e 1783 189 1167
e 1851 1060 8638
e 1018 1573 6392
e 1805 1067 1922
e 1154 1503 9148
e 60 658 6713
e 1188 994 6186
e 661 702 6223
e 566 1298 5709
e 1882 460 7753
e 224 1505 1654
e 75 1740 2969
e 1488 507 7060
e 1202 466 6873
e 1563 1937 4574
e 396 1591 9170
e 803 791 5646
e 1976 162 5245
e 66 1855 9150
e 312 1410 256
e 1001 1135 3488
e 1707 836 6538
e 695 817 7337
e 1261 490 5312
e 68 689 4651
e 6 388 1318
e 465 1357 1752
e 762 1976 7722
e 526 1360 5808
e 653 1280 7795
e 25 1916 597
e 1106 1171 9251
e 138 911 4307
e 496 544 8495
e 440 830 7977
e 941 268 8444
e 81 1017 2675
e 1180 346 3267
e 1226 50 3166
e 85 1749 1155
e 290 208 178
e 906 1564 510
e 1000 898 6277
e 1079 1032 9472
e 1515 85 1667
e 915 1361 5391
e 1011 1437 5565
e 959 1385 2888
e 1402 763 9081
e 354 1656 9660
e 1418 1360 358
e 605 1276 8683
e 1357 403 6630
e 468 214 2868
e 1618 1317 8605
e 465 948 7998
e 66 602 8450
e 870 650 6373
e 512 762 7375
e 1626 459 9525
e 1767 1959 2662
e 80 1384 4030
e 1702 1080 6659
e 1474 1390 4814
e 1871 867 4712
e 1252 1262 8739
e 1538 116 9022
e 1932 1459 7936
e 77 1465 6989
e 744 1397 1266
e 1539 232 754
e 659 1637 3709
e 1655 1323 134
e 1576 587 8527
e 1017 1735 1827
e 78 1627 4437
e 1810 1042 625
e 1320 210 6982
e 977 749 8285
e 1106 1983 1593
e 587 1702 3342
e 969 1795 8215
e 506 482 998
e 1234 1839 1708
e 629 118 8721
e 195 1214 2555
e 1275 903 7886
e 1434 664 830
e 1498 455 1048
e 236 177 6199
e 1589 899 9927
e 1950 1066 3019
e 521 389 1217
e 352 385 5089
e 1554 240 7104
e 403 886 7122
e 1164 1 6320
e 1402 1589 2086
e 185 1380 4060
e 1826 968 9859
e 497 1975 8443
e 561 1031 8040
e 398 1428 7025
e 331 1608 5007
e 929 1721 9753
e 466 518 6439
e 515 1975 3526
e 463 1801 6269
e 817 1362 5433
e 1076 1783 7942
e 755 1206 2958
e 1068 934 9814
e 1950 1505 9907
e 969 550 6587
e 1952 1888 9383
e 1259 1428 2417
e 1971 426 4910
e 1957 1278 4263
e 1300 1008 8692
e 1772 1752 3665
e 74 1500 1080
e 1399 1483 4406
e 1870 388 5460
e 1045 1106 7730
e 1348 390 9065
e 1182 656 5428
e 1146 1353 974
e 825 1654 742
e 1629 1274 6119
e 315 310 881
e 1608 1802 2208
e 427 1705 7978
e 26 137 1942
e 163 765 8597
e 525 1464 3858
e 137 184 4641
e 1629 1123 1286
e 623 1303 2608
e 1372 1782 1116
e 60 1266 1503
e 633 1238 3800
e 182 1781 8941
e 1794 1867 9251
e 1881 340 7958
e 460 1180 659
e 740 328 7708
e 273 1072 7749
e 617 961 2379
e 848 1892 1543
e 1434 737 5225
e 1128 1505 3128
e 1585 1089 6556
e 575 1692 4998
e 984 817 1433
e 345 1921 9066
e 820 1396 6231
e 753 550 7133
e 1895 1990 9464
e 1389 1166 7384
e 94 1494 1721
e 708 1854 3309
e 1826 164 2936
e 1484 1751 9507
e 1032 973 3687
e 1864 1736 4667
e 422 1796 9070
e 1509 1678 3640
e 1263 623 9763
e 1315 1347 7117
e 1207 1179 3968
e 269 1050 4445
e 1187 1036 4692
e 660 1533 4697
e 451 1784 6500
e 562 1344 9931
e 872 327 2401
e 896 1010 7166
e 1057 673 9013
e 1967 1854 5167
e 1169 1474 1687
e 648 1242 7473
e 1577 1462 2552
e 1953 1387 8537
e 1419 1450 3035
e 217 1274 1187
e 171 1908 2695
e 930 221 7692
e 1149 1544 3957
e 325 193 3700
e 876 1477 3026
e 193 1078 8515
e 637 1598 2637
e 191 714 2482
e 1487 150 3741
e 1129 1554 8809
e 1326 1662 5573
e 1088 314 7156
e 1380 865 7600
e 21 1481 5350
e 1058 1292 4636
e 623 1619 8937
e 1517 128 7311
e 434 814 9382
e 458 1654 9887
e 231 841 729
e 1010 906 793
e 1252 2 746
e 23 837 6948
e 728 447 1905
e 1943 1585 7379
e 1961 1500 5228
e 662 631 8708
e 1951 1425 5540
e 1712 1361 3595
e 1319 587 991
e 1227 1387 9798
e 1481 30 5972
e 460 1910 1006
e 926 1091 3827
e 795 1322 4820
e 869 1697 6000
e 1690 461 4065
e 1439 214 514
e 468 904 141
e 1706 608 755
e 1196 273 9866
e 855 1938 608
e 1500 747 3322
e 130 1931 5363
e 1623 166 35
e 1850 1272 8063
e 1946 561 4877
e 127 673 2439
e 1262 795 3382
e 924 223 856
e 1749 137 6638
e 721 832 5839
e 725 1176 9919
e 1034 501 9096
e 479 1626 954
e 479 448 2207
e 1543 286 9019
e 613 1165 7383
e 109 336 6360
e 1969 1540 2542
e 1328 749 9964
e 1135 1169 5507
e 1464 1705 7433
e 180 33 2896
e 1909 56 974
e 1663 1705 2438
e 451 53 1472
e 170 1932 3056
e 353 221 923
e 898 1992 5183
e 1902 1337 2572
e 915 36 1036
e 1627 1222 2463
e 27 163 3992
e 1632 1798 3415
e 769 92 4618
e 1091 1728 4196
e 1521 31 1841
e 1767 1002 9492
e 257 963 1417
e 877 1394 5049
e 1461 303 129
e 1208 524 4274
e 820 1696 7374
e 1730 50 2226
e 1393 762 8205
e 1337 1661 1807
e 1177 1844 270
e 302 436 4922
e 357 876 885
e 320 697 1078
e 1816 1413 370
e 1309 1391 8615
e 1702 1677 9959
e 1288 1338 2229
e 1737 1444 713
e 1091 1897 9789
e 276 387 9260
e 1559 1859 9017
e 1640 826 2882
e 187 1059 4490
e 235 1018 5667
e 609 410 1097
e 1444 622 5635
e 126 1754 1068
e 905 1916 2901
e 421 511 8255
e 995 1012 801
e 1111 285 668
e 1887 406 1527
e 1320 189 8443
e 533 783 1105
e 78 1573 9780
e 737 1818 8043
e 765 560 3425
e 1389 888 8572
e 807 378 4403
e 667 793 9100
e 498 1073 8849
e 895 1266 8959
e 3 1062 2067
e 1386 1997 8210
e 1684 714 7962
e 1566 200 3880
e 399 1698 9955
e 1142 1830 8210
e 1249 247 6662
e 1459 716 5111
e 1704 591 3921
e 1555 1558 8477
e 1102 867 6045
e 1188 734 8286
e 1787 599 4013
e 19 1977 3782
e 1104 1222 8592
e 1126 1048 500
e 1893 1910 4674
e 1210 332 9741
e 1707 1475 169
e 5 76 2051
e 588 1313 718
e 991 1312 582
e 451 309 6163
e 1246 1098 5828
e 1991 1216 9053
e 819 1559 781
e 1691 63 6787
e 489 411 6595
e 1297 1177 2071
e 799 620 4377
e 483 73 372
e 715 24 4333
e 1449 82 3925
e 163 1176 557
e 1159 1831 3848
e 183 1194 1655
e 301 1784 3503
e 1012 834 2599
e 574 1151 6845
e 1307 940 2731
e 855 1786 6456
e 680 1864 1730
e 1305 1107 6231
e 260 1946 834
e 1471 1282 5433
e 778 1566 6037
e 955 1470 8691
e 1047 1123 5002
e 1438 176 9228
e 1744 933 7731
e 1614 526 2017
e 796 108 5044
e 658 1474 2917
e 1592 514 974
e 1885 625 6817
e 240 413 2961
e 487 1938 2126
e 66 653 2997
e 323 1909 7443
e 501 1140 8587
e 1515 378 8872
e 1081 571 2259
e 231 812 7979
e 672 1973 1445
e 107 771 5165
e 1335 1626 1872
e 1724 1824 8837
e 140 1327 882
e 1642 1268 3106
e 186 531 3063
e 218 1449 4020
e 1975 1585 9444
e 1293 76 7831
e 10 1287 3650
e 1191 536 8721
e 1074 360 4416
e 1781 1696 4586
e 1306 3 8653
e 553 750 5856
e 335 1253 9544
e 1335 823 2043
e 165 273 1580
e 251 174 277
e 1046 767 8137
e 1829 1806 4401
e 1560 502 3087
e 1483 916 3328
e 956 801 1089
e 143 498 87
e 1619 1409 4781
e 1486 1687 6740
e 1680 1065 3214
e 1245 1132 354
e 1735 328 736
e 1879 1979 633
e 546 1511 6027
e 1766 1609 9937
e 1977 1965 1219
e 781 1761 2099
e 128 719 8530
e 1480 1586 3365
e 1898 578 6575
e 1254 1185 2049
e 603 1607 1018
e 109 738 5199
e 206 649 6412
e 1995 1897 3548
e 1972 1826 9077
e 1642 1439 9974
e 5 489 2489
e 1310 747 2030
e 1193 1156 7562
e 1983 1604 3523
e 1520 697 8619
e 1165 1218 6855
e 118 745 8407
e 1548 332 216
e 1276 390 4882
e 1611 1480 9797
e 499 138 7187
e 1041 98 8220
e 1280 1103 7138
e 1088 896 7795
e 1466 371 4336
e 1116 1571 4644
e 1629 1345 4932
e 1360 1293 1950
e 997 94 4663
e 1451 368 7436
e 1441 1546 870
e 294 933 9435
e 522 1325 7688
e 1922 144 6644
e 62 1128 8502
e 396 1156 522
e 1562 493 1961
e 859 335 1389
e 1486 993 2567
e 80 837 6073
e 42 36 4735
e 316 1772 6080
e 1963 338 6435
e 1355 12 2370
e 868 486 482
e 795 574 9221
e 1278 175 7402
e 1244 258 3972
e 935 1879 1765
e 721 593 9108
e 62 373 1844
e 1819 345 7754
e 1504 659 3173
e 877 553 1188
e 604 1272 5410
e 1602 1466 7260
e 1206 280 9674
e 459 1676 4839
e 377 1929 9823
e 194 1915 1438
e 1855 1680 2055
e 864 595 2282
e 275 881 765
e 151 783 4854
e 1991 332 4249
e 1672 1037 9780
e 260 1531 2802
e 1692 1469 6521
e 366 474 1495
e 1027 208 5324
e 1405 1156 416
e 151 1827 177
e 1091 443 5317
e 204 216 5872
e 337 999 8551
e 1819 1977 7004
e 1613 1119 716
e 1119 1285 1451
e 956 1831 8695
e 742 562 3884
e 1266 409 627
e 1075 171 6640
e 1574 1100 8097
e 104 179 6770
e 756 554 2846
e 1269 1024 744
e 227 1775 6742
e 1955 1733 2834
e 212 540 482
e 699 1349 7529
e 1191 539 9746
e 1678 1500 9774
e 484 1593 1434
e 614 338 9884
e 136 1520 9714
e 300 1659 3186
e 900 1401 1494
e 1845 1803 9454
e 1411 642 2667
e 802 1539 3976
e 1071 1014 7652
e 1911 295 6398
e 10 1062 2192
e 235 1916 3194
e 1641 332 7365
e 891 605 2799
e 809 703 7378
e 1188 1376 7925
e 1501 298 3431
e 1882 559 8077
e 1208 414 4780
e 1378 1943 9095
e 800 1589 708
e 800 1476 5419
e 1930 1490 1238
e 1355 1087 7341
e 1226 1697 6744
e 955 938 251
e 1745 1902 3944
e 1838 1008 7137
e 966 823 3391
e 1844 1644 4156
e 1004 343 6313
e 1656 174 5242
e 530 110 8335
e 1795 263 7048
e 1311 108 7553
e 1570 808 6498
e 1248 848 4696
e 146 1650 3278
e 703 95 2271
e 1731 1684 7319
e 1688 1727 7671
e 1834 829 4436
e 1952 756 2713
e 1090 105 9969
e 1378 837 1507
e 1692 1218 2580
e 1078 1958 6231
e 824 1450 4001
e 1026 1699 6783
e 1895 163 5045
e 1057 973 2606
e 695 47 389
e 1127 1718 63
e 376 629 3477
e 1626 742 9856
e 1590 1828 4646
e 728 1182 4085
e 625 1768 3136
e 1461 1410 6336
e 1108 1911 1406
e 1288 38 8098
e 717 33 2307
e 1410 1055 1776
e 119 421 9977
e 277 790 7613
e 1069 1015 1451
e 1783 1247 6771
e 642 996 4043
e 1812 463 2702
e 1941 296 5638
e 1657 1862 7731
e 957 339 9069
e 867 1181 5435
e 314 574 9687
e 234 381 646
e 1658 1728 6288
e 739 1034 6067
e 1710 1183 8442
e 635 457 1784
e 1251 1583 912
e 1038 607 162
e 1037 600 2373
e 245 857 649
e 43 1273 1056
e 142 785 8461
e 165 535 5514
e 55 1640 6922
e 354 813 4946
e 1989 396 7733
e 1727 378 3934
e 1237 523 8444
e 2 517 1071
e 1922 18 6203
e 1859 1657 7025
e 1897 767 9697
e 1442 733 9624
e 1249 1000 7963
e 1094 1579 1872
e 939 504 8146
e 858 437 4938
e 186 1848 7380
e 1744 1716 113
e 46 1450 7997
e 513 173 6025
e 843 1463 267
e 1540 739 8890
e 1160 1930 1093
e 1120 640 1049
e 336 127 8172
e 1108 1639 5526
e 709 142 7682
e 1022 344 2135
e 818 1268 5157
e 1608 1642 9147
e 840 798 5448
e 1050 362 5501
e 1227 1729 7434
e 1037 47 5072
e 1192 407 7354
e 204 1084 1922
e 1784 9 2119
e 541 390 4601
e 85 782 3513
e 1691 555 953
e 313 1684 1615
e 1677 1432 2443
e 957 463 6618
e 437 1284 6651
e 1636 1239 5282
e 485 1124 4527
e 33 1245 2197
e 1041 555 6433
e 1784 191 3721
e 464 477 4025
e 1341 722 7292
e 232 461 2742
e 98 747 6999
e 1333 1890 7529
e 185 102 3185
e 1561 1654 5885
e 1743 616 9994
e 957 1608 7839
e 1082 1257 6981
e 1261 1288 1130
e 581 834 9648
e 1529 151 8671
e 1761 194 7052
e 1844 1318 4175
e 799 1067 9548
e 1858 640 9308
e 445 407 4731
e 605 668 3324
e 1717 1570 8844
e 1845 1022 7567
e 6 339 7022
e 503 437 2629
e 822 896 101
e 1844 911 7874
e 777 306 4895
e 96 1450 258
e 1977 1649 2690
e 360 1491 9303
e 1695 359 2697
e 742 743 8781
e 1158 1764 3517
e 1613 1743 5250
e 168 1523 7739
e 1110 1378 3748
e 61 1964 3276
e 1787 1045 4492
e 893 1657 5097
e 1360 1305 920
e 1442 104 9325
e 232 541 2208
e 838 643 3664
e 1603 372 4599
e 1860 581 4804
e 420 1613 4265
e 582 1420 748
e 1100 384 8947
e 462 1737 512
e 1403 1508 9801
e 1296 1396 6023
e 1293 1721 6103
e 1516 1700 941
e 1308 343 9802
e 1332 1947 9019
e 1264 976 9458
e 1574 321 6803
e 1159 1466 7948
e 1520 1837 5265
e 253 26 253
e 1206 1275 7536
e 1678 1051 5955
e 1778 509 8124
e 1663 1527 7241
e 1417 1831 9509
e 1223 782 6753
e 171 1763 5844
e 958 1597 2082
e 1595 1987 7743
e 401 1367 6426
e 1350 1379 7752
e 120 43 8460
e 1826 1671 5859
e 159 94 9948
e 1607 467 8520
e 1292 559 8172
e 1291 1694 1996
e 1522 823 7719
e 909 1742 8457
e 1752 239 381
e 809 452 8173
e 808 329 9372
e 1088 147 257
e 161 1299 8540
e 1553 1708 759
e 983 1330 6224
e 192 18 2867
e 960 1017 5394
e 1787 56 766
e 315 1676 981
e 584 986 8198
e 1152 1791 945
e 1152 914 7197
e 1447 802 5296
e 1007 1644 5256
e 1910 1284 1614
e 1280 348 367
e 1876 484 8553
e 1751 708 4413
e 390 1033 152
e 495 1314 8227
e 272 374 3735
e 1730 1281 8261
e 711 107 148
e 1874 1893 5206
e 7 256 2561
e 695 768 1705
e 1371 573 118
e 1714 1681 9305
e 318 177 2738
e 792 1858 5450
e 716 183 2757
e 1487 1066 1611
e 1983 681 5106
e 774 438 80
e 525 875 3378
e 1048 1396 3378
e 1575 1984 1899
e 1075 1753 5740
e 218 1447 1662
e 1488 1688 2323
e 900 1935 6946
e 580 382 9897
e 1413 1049 963
e 1292 1507 6598
e 202 1089 3469
e 1913 795 4922
e 1050 1010 6397
e 227 1324 1251
e 1253 1539 7619
e 518 1682 1253
e 490 1257 8802
e 99 406 8296
e 1265 967 4195
e 1283 1471 9173
e 1843 1335 7591
e 1569 432 2550
e 94 945 8287
e 1241 1696 8868
e 1372 1451 8381
e 726 1765 9719
e 1202 369 2979
e 303 345 5808
e 1253 1656 6922
e 1182 226 1351
e 430 824 6493
e 1757 1252 9836
e 1058 286 1265
e 1696 930 4563
e 504 1447 6092
e 1945 310 3191
e 1547 605 3820
e 22 73 2417
e 518 299 4611
e 1410 306 1721
e 174 745 5891
e 355 673 2077
e 644 1969 9702
e 1916 336 2351
e 685 106 9781
e 641 1202 9202
e 1519 134 807
e 1256 1735 478
e 1479 1455 974
e 1148 1451 8349
e 1910 758 3209
e 1871 190 342
e 1727 1687 4011
e 156 7 5811
e 1525 1335 8620
e 455 1999 7155
e 1916 615 3170
e 2000 509 1220
e 921 356 305
e 154 1906 5996
e 55 599 7949
e 767 233 7149
e 840 878 2893
e 752 1366 6077
e 1592 1940 9868
e 628 1670 6548
e 1810 1181 2725
e 1247 33 6895
e 1681 1315 7684
e 1845 869 7999
e 1088 662 7606
e 447 1293 588
e 1769 1166 4373
e 408 1288 7499
e 1008 1915 9247
e 1207 1425 9767
e 1691 1686 4179
e 1186 1805 6677
e 1229 415 8237
e 1777 1019 5038
e 218 541 9778
e 1145 75 7678
e 739 1638 6516
e 1728 507 8778
e 973 750 7519
e 47 820 1592
e 1216 949 8179
e 1681 1808 9671
e 373 552 3918
e 786 878 6629
e 1180 367 8301
e 1856 309 9413
e 365 45 7507
e 1207 298 2456
e 975 882 765
e 1246 1721 8308
e 223 140 5529
e 1228 1320 5999
e 1251 1696 3842
e 151 914 527
e 1328 1514 2501
e 130 1075 9077
e 1520 514 1495
e 1818 1307 2061
e 661 1402 1407
e 465 357 6752
e 1946 641 9056
e 1763 609 3013
e 1147 1555 214
e 1717 1301 6866
e 209 608 7858
e 664 831 9559
e 431 1879 4423
e 252 1092 7341
e 1500 1019 2221
e 1840 1002 8227
e 317 1546 1653
e 1615 260 2940
e 520 810 8586
e 173 819 8526
e 1218 262 4133
e 788 431 2837
e 920 801 6902
e 1820 572 7671
e 1596 1320 6928
e 511 1046 2842
e 1752 658 9223
e 757 139 3707
e 1761 206 8763
e 172 846 8399
e 1198 658 9754
e 864 382 7375
e 1961 1249 6047
e 1783 222 8600
e 1426 865 6224
e 141 810 6964
e 271 1845 9924
e 1654 1099 2240
e 6 1023 9080
e 1369 1031 4762
e 188 1334 9415
e 1929 1470 5643
e 925 211 2192
e 1584 337 804
e 1052 276 9345
e 146 1679 8473
e 1139 699 5265
e 1749 1953 6573
e 1358 212 4946
e 1489 842 6418
e 96 640 9265
e 617 1985 4564
e 1338 1335 809
e 208 1678 3224
e 1546 175 8579
e 334 1488 7934
e 519 64 5887
e 1451 241 4759
e 532 596 939
e 992 97 506
e 1668 1640 4826
e 1822 13 1786
e 629 183 6825
e 1649 419 7499
e 1076 1523 4052
e 477 1451 9188
e 1032 414 9679
e 477 1592 7141
e 389 1115 78
e 1641 896 2543
e 949 199 1612
e 621 590 917
e 515 802 7063
e 134 1222 2493
e 1283 109 7373
e 946 1941 596
e 1807 1375 3996
e 1981 1133 7785
e 143 718 1883
e 1383 1060 4420
e 1565 1607 8672
e 895 228 1716
e 1965 1116 1175
e 238 1123 2318
e 884 1519 8841
e 230 687 9540
e 135 824 4693
e 393 1179 7128
e 756 1866 4253
e 1806 508 429
e 950 329 6196
e 1948 1616 5604
e 216 835 279
e 682 1264 855
e 111 710 5739
e 1047 675 5507
e 1338 975 4456
e 1188 1814 4764
e 1202 534 48
e 904 1342 8177
e 1626 1859 8155
e 657 1655 8228
e 1529 1273 913
e 363 1276 9591
e 1528 300 6574
e 670 1566 6540
e 1290 1241 2841
e 1013 1717 9433
e 1170 69 4073
e 404 1321 8244
e 1632 689 5456
e 1095 1221 5917
e 1332 1403 9452
e 1943 991 4910
e 1578 1679 987
e 1951 1143 4669
e 1888 1467 7324
e 433 1463 2350
e 788 681 3702
e 393 317 6023
e 1041 1576 2112
e 832 1476 3555
e 725 963 1273
e 1404 644 5183
e 391 907 7067
e 1477 897 5200
e 145 166 7784
e 1871 702 5702
e 504 1317 8498
e 409 1297 7609
e 214 497 1112
e 156 553 3447
e 1703 1521 4617
e 1333 800 4554
e 1439 662 7543
e 1008 1469 1689
e 1355 279 5163
e 945 1752 9979
e 1345 135 5179
e 361 1298 986
e 1306 535 1681
e 1927 693 1449
e 646 1806 2462
e 1046 624 9064
e 255 1082 9025
e 1682 1383 2365
e 1936 1322 3271
e 1480 927 5112
e 869 1801 7093
e 652 29 3226
